id_odsp,date,season,league,country,home_team,away_team,odd_h,odd_d,odd_a,score_pre_80,score_ft,game_state_80,goal_diff_80,home_shots_pre80,away_shots_pre80,home_fouls_pre80,away_fouls_pre80,home_corners_pre80,away_corners_pre80,home_yellow_cards_pre80,away_yellow_cards_pre80,home_sending_off_pre80,away_sending_off_pre80,home_corners_70_75,away_corners_70_75,home_shots_70_75,away_shots_70_75,home_fouls_70_75,away_fouls_70_75,home_corners_75_80,away_corners_75_80,home_shots_75_80,away_shots_75_80,home_fouls_75_80,away_fouls_75_80,odd_h,odd_d,odd_a,total_shots_pre_80,total_fouls_pre_80,total_yellow_cards_pre_80,total_sending_off_pre_80,total_corners_pre_80,total_corners_70_75,total_shots_70_75,total_fouls_70_75,total_corners_75_80,total_shots_75_80,total_fouls_75_80,odds_ratio,shot_to_corner_ratio_pre_80,home_urgency_to_attack,away_urgency_to_attack,home_momentum_to_attack,away_momentum_to_attack,attack_intensity,defensive_pressure,home_corner_diff,away_corner_diff,corner_diff,target
OKKEnH2g/,2016-01-09,2016,I1,italy,AS Roma,AC Milan,2.2,3.55,3.94,1-1,1-1,d,0,10,16,7,11,4,6,2,2,0,0,1,1,0,0,1,1,1,0,1,2,1,0,2.2,3.55,3.94,26,18,4,0,10,2,0,2,1,3,1,0.558,2.6,0.642,0.358,0.642,0.358,0,-1,0,2,2,1
Q33l1Umc/,2016-01-09,2016,F1,france,Montpellier,Bordeaux,2.52,3.3,3.48,0-1,0-1,a,-1,8,13,10,10,5,5,2,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,2.52,3.3,3.48,21,20,3,0,10,0,0,1,1,2,0,0.724,2.1,0.397,0.0,0.397,0.0,3,-1,3,0,3,1
YJRL3fus/,2016-01-09,2016,SP1,spain,Sevilla,Athletic Bilbao,2.2,3.64,3.8,2-0,2-0,h,2,4,11,10,11,6,8,1,3,0,0,0,0,0,0,1,1,0,1,2,0,0,0,2.2,3.64,3.8,15,21,4,0,14,0,0,2,1,2,0,0.579,1.071,0.0,0.132,0.0,0.132,0,-2,0,0,0,0
YZg9d62S/,2016-01-09,2016,F1,france,Stade Rennes,Lorient,2.05,3.4,5.2,2-2,2-2,d,0,9,7,7,10,4,3,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,2.05,3.4,5.2,16,17,1,0,7,0,0,0,1,2,1,0.394,2.286,0.717,0.283,1.434,0.283,0,1,1,0,1,1
bH1da8I9/,2016-01-09,2016,F1,france,Lyon,Troyes,1.45,5.6,9.7,2-1,4-1,h,1,15,7,13,12,3,1,1,1,0,0,0,0,2,0,0,0,0,0,0,1,0,1,1.45,5.6,9.7,22,25,2,0,4,0,2,0,0,1,1,0.149,5.5,0.0,0.103,-0.0,0.103,1,1,1,0,1,1
dYIMpeX5/,2016-01-09,2016,I1,italy,Fiorentina,Lazio,2.14,3.55,4.52,0-1,1-3,a,-1,14,7,10,21,4,2,2,4,0,0,0,0,0,0,0,1,1,0,2,0,0,0,2.14,3.55,4.52,21,31,6,0,6,0,0,1,1,2,0,0.473,3.5,0.467,0.0,1.401,0.0,3,-1,1,0,1,1
fVFWrmYS/,2016-01-09,2016,F1,france,Angers,Caen,2.82,3.05,3.25,2-0,2-0,h,2,10,13,5,8,5,6,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2.82,3.05,3.25,23,13,2,0,11,0,1,0,0,1,0,0.868,2.091,0.0,0.154,-0.0,0.154,0,0,2,2,4,1
fqe5cnmM/,2016-01-09,2016,F1,france,Stade de Reims,Toulouse,2.7,3.32,3.03,1-2,1-3,a,-1,7,6,14,15,2,1,2,4,1,0,1,0,0,0,0,1,0,0,1,0,1,0,2.7,3.32,3.03,13,29,6,1,3,1,0,1,0,1,1,0.891,4.333,0.37,0.0,0.0,0.0,1,0,0,0,0,0
vXdM1Y9g/,2016-01-09,2016,SP1,spain,Barcelona,Granada,1.08,24.5,57.07,3-0,4-0,h,3,14,7,10,17,7,0,1,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1.08,24.5,57.07,21,27,5,0,7,0,0,2,0,0,0,0.019,3.0,0.0,0.0,0.0,0.0,0,-2,0,0,0,0
2BJIoyIa/,2016-01-10,2016,I1,italy,Atalanta,Genoa,2.62,3.27,3.3,0-1,0-2,a,-1,11,10,10,14,2,5,1,1,0,0,0,1,0,1,2,0,0,0,0,1,1,0,2.62,3.27,3.3,21,24,2,0,7,1,1,2,0,1,1,0.794,3.0,0.382,0.0,0.0,-0.0,1,-1,2,0,2,1
2yyj9GHJ/,2016-01-10,2016,SP1,spain,Celta Vigo,Atletico Madrid,4.45,3.35,2.11,0-2,0-2,a,-2,6,9,11,13,3,4,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4.45,3.35,2.11,15,24,3,0,7,0,1,0,0,0,1,2.109,2.143,0.112,0.0,-0.112,0.0,0,1,1,0,1,1
4f2h0l33/,2016-01-10,2016,F1,france,Marseille,Guingamp,1.74,3.9,6.8,0-0,0-0,d,0,12,3,14,13,8,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,3,1.74,3.9,6.8,15,27,3,0,8,0,0,1,0,0,4,0.256,1.875,0.796,0.204,0.0,0.0,0,3,0,0,0,0
AeL1wRej/,2016-01-10,2016,F1,france,Nantes,St Etienne,2.6,3.2,3.34,2-1,2-1,h,1,16,7,13,11,5,5,0,1,0,0,0,0,0,1,1,0,0,2,1,0,0,0,2.6,3.2,3.34,23,24,1,0,10,0,1,1,2,1,0,0.778,2.3,0.0,0.299,0.0,0.299,3,-1,1,1,2,1
AyNQqFnC/,2016-01-10,2016,I1,italy,Sampdoria,Juventus,7.76,4.2,1.61,1-2,1-2,a,-1,6,13,12,11,3,8,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.76,4.2,1.61,19,23,3,0,11,0,0,1,0,0,0,4.82,1.727,0.129,0.0,0.0,0.0,0,-1,1,0,1,1
CAQP2Efm/,2016-01-10,2016,SP1,spain,Eibar,Espanyol,2.14,3.46,4.17,2-1,2-1,h,1,16,6,8,13,7,2,2,2,0,0,0,0,1,0,0,1,0,0,2,0,1,0,2.14,3.46,4.17,22,21,4,0,9,0,1,1,0,2,1,0.513,2.444,0.0,0.24,0.0,0.0,2,0,1,0,1,1
INeQ0hPa/,2016-01-10,2016,SP1,spain,Villarreal,Sporting Gijon,1.53,4.7,8.8,2-0,2-0,h,2,6,7,8,11,1,8,3,1,0,0,0,2,0,2,0,0,0,1,0,0,1,0,1.53,4.7,8.8,13,19,4,0,9,2,2,0,1,0,1,0.174,1.444,0.0,0.057,0.0,-0.171,0,1,2,1,3,1
Mub3oDPC/,2016-01-10,2016,SP1,spain,Las Palmas,Malaga,2.78,3.3,3.0,1-1,1-1,d,0,4,10,13,8,1,4,4,3,0,0,0,0,0,1,0,1,0,1,0,1,0,1,2.78,3.3,3.0,14,21,7,0,5,0,1,1,1,1,1,0.927,2.8,0.519,0.481,0.0,0.481,0,0,1,1,2,1
ShR5lwYt/,2016-01-10,2016,I1,italy,Torino,Empoli,2.02,3.42,4.65,0-1,0-1,a,-1,15,10,16,17,6,1,2,5,0,0,1,0,1,0,4,1,0,0,0,1,3,0,2.02,3.42,4.65,25,33,7,0,7,1,1,5,0,1,3,0.434,3.571,0.495,0.0,-0.99,0.0,1,-2,1,0,1,1
UPZbR6Wp/,2016-01-10,2016,I1,italy,Frosinone,Napoli,17.0,7.71,1.28,0-5,1-5,a,-5,8,20,11,8,3,8,2,1,0,0,0,1,1,2,0,0,0,1,0,1,0,1,17.0,7.71,1.28,28,19,3,0,11,1,3,0,1,1,1,13.281,2.545,0.0,0.0,-0.0,-0.0,0,1,0,1,1,1
dWNtjj9o/,2016-01-10,2016,I1,italy,Bologna,Chievo Verona,2.72,3.1,3.25,0-1,0-1,a,-1,12,8,13,10,5,3,0,1,0,0,1,0,3,0,0,0,0,0,1,1,0,0,2.72,3.1,3.25,20,23,1,0,8,1,3,0,0,2,0,0.837,2.5,0.368,0.0,-1.104,0.0,2,0,0,1,1,1
h0CVrZ1I/,2016-01-10,2016,I1,italy,Hellas Verona,Palermo,2.3,3.5,3.6,0-1,0-1,a,-1,25,9,11,20,8,3,2,3,0,0,1,0,3,0,0,2,0,0,1,0,1,1,2.3,3.5,3.6,34,31,5,0,11,1,3,2,0,1,2,0.639,3.091,0.435,0.0,-1.305,0.0,1,0,2,0,2,1
h6gangA6/,2016-01-10,2016,SP1,spain,Real Sociedad,Valencia,2.32,3.62,3.5,1-0,2-0,h,1,23,10,12,10,3,6,2,4,0,0,0,0,1,0,0,1,0,0,1,1,1,0,2.32,3.62,3.5,33,22,6,0,9,0,1,1,0,2,1,0.663,3.667,0.0,0.286,0.0,0.286,2,0,2,0,2,1
lnK5xoBd/,2016-01-10,2016,F1,france,Lille,Nice,2.04,3.46,4.5,1-1,1-1,d,0,9,6,15,19,2,4,1,3,0,0,0,1,0,1,0,1,0,0,0,0,2,1,2.04,3.46,4.5,15,34,4,0,6,1,1,1,0,0,3,0.453,2.5,0.688,0.312,0.0,-0.624,0,2,0,2,2,1
zNMpkAOi/,2016-01-10,2016,I1,italy,Internazionale,Sassuolo,1.73,4.0,6.0,0-0,0-1,d,0,15,12,13,16,5,7,1,1,0,0,0,1,0,2,1,1,1,1,2,1,0,1,1.73,4.0,6.0,27,29,2,0,12,1,2,2,2,3,1,0.288,2.25,0.776,0.224,2.328,-0.224,0,-1,4,0,4,1
0I9MsV6s/,2016-01-12,2016,E0,england,Newcastle,Manchester Utd,5.1,3.84,1.88,2-2,3-3,d,0,13,10,6,10,5,3,1,3,0,0,0,0,2,0,1,0,0,0,1,1,0,1,5.1,3.84,1.88,23,16,4,0,8,0,2,1,0,2,1,2.713,2.875,0.269,0.731,-0.269,0.731,0,0,0,0,0,0
C0F7QTy7/,2016-01-12,2016,E0,england,Bournemouth,West Ham,2.06,3.84,4.05,1-2,1-3,a,-1,7,9,4,4,1,7,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.06,3.84,4.05,16,8,2,0,8,1,0,0,0,0,0,0.509,2.0,0.485,0.0,0.0,-0.0,0,0,3,0,3,1
jiEBPmiD/,2016-01-12,2016,E0,england,Aston Villa,Crystal Palace,3.48,3.32,2.57,1-0,1-0,h,1,12,7,13,8,7,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,1,2,3.48,3.32,2.57,19,21,2,0,7,0,2,0,0,0,3,1.354,2.714,0.0,0.389,0.0,-0.778,0,3,2,0,2,1
6mdpltmc/,2016-01-13,2016,E0,england,Swansea,Sunderland,1.94,3.66,5.2,2-3,2-4,a,-1,9,6,6,11,6,6,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,1.94,3.66,5.2,15,17,1,1,12,1,1,2,1,0,1,0.373,1.25,0.515,0.0,-1.03,0.0,1,-1,2,0,2,1
MXcVu9yf/,2016-01-13,2016,E0,england,Stoke City,Norwich City,2.1,3.5,4.35,3-1,4-1,h,2,13,7,6,7,6,4,0,2,0,2,0,0,0,1,0,0,0,0,1,0,0,1,2.1,3.5,4.35,20,13,2,2,10,0,1,0,0,1,1,0.483,2.0,0.0,0.115,0.0,-0.115,0,1,5,0,5,1
OdIfnBbQ/,2016-01-13,2016,E0,england,Manchester City,Everton,1.57,4.75,6.85,0-0,0-0,d,0,19,5,4,5,9,4,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1.57,4.75,6.85,24,9,1,0,13,0,3,0,0,1,0,0.229,1.846,0.814,0.186,-1.628,0.0,0,0,3,1,4,1
UZIjmiqK/,2016-01-13,2016,E0,england,Chelsea,West Brom,1.52,4.7,9.49,3-1,3-2,h,2,16,11,10,7,9,4,3,3,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1.52,4.7,9.49,27,17,6,0,13,1,1,0,0,1,1,0.16,2.077,0.0,0.053,0.0,-0.106,0,1,0,3,3,1
j72ZvTj0/,2016-01-13,2016,E0,england,Tottenham,Leicester City,1.88,3.8,5.1,0-0,0-1,d,0,19,9,10,7,15,7,1,0,0,0,2,0,0,0,1,0,0,0,2,3,1,0,1.88,3.8,5.1,28,17,1,0,22,2,0,1,0,5,1,0.369,1.273,0.731,0.269,0.0,0.807,0,0,0,1,1,1
jqKnlXTD/,2016-01-13,2016,E0,england,Liverpool,Arsenal,2.85,3.5,2.99,2-3,3-3,a,-1,18,14,7,3,8,3,2,0,0,0,0,0,2,0,1,0,2,0,2,0,0,1,2.85,3.5,2.99,32,10,2,0,11,0,2,1,2,2,1,0.953,2.909,0.351,0.0,0.702,0.0,4,0,1,0,1,1
rsaRtkMm/,2016-01-13,2016,E0,england,Southampton,Watford,2.07,3.6,4.15,2-0,2-0,h,2,14,2,7,9,6,1,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2.07,3.6,4.15,16,16,3,0,7,0,1,1,0,0,1,0.499,2.286,0.0,0.12,-0.0,0.0,0,0,3,0,3,1
l6GvCo2F/,2016-01-15,2016,F1,france,Nice,Angers,2.22,3.25,4.55,1-1,2-1,d,0,9,7,7,10,4,3,2,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2.22,3.25,4.55,16,17,4,0,7,0,0,0,1,1,0,0.488,2.286,0.672,0.328,1.344,0.0,0,0,2,0,2,1
0U7Aq6hT/,2016-01-16,2016,I1,italy,Atalanta,Internazionale,4.5,3.6,2.17,1-1,1-1,d,0,17,13,8,15,7,5,3,4,0,0,1,0,0,0,0,1,0,0,0,1,1,1,4.5,3.6,2.17,30,23,7,0,12,1,0,1,0,1,2,2.074,2.5,0.325,0.675,-0.325,0.675,0,1,1,3,4,1
21dXaUSP/,2016-01-16,2016,E0,england,Manchester City,Crystal Palace,1.47,5.3,9.5,3-0,4-0,h,3,15,9,8,6,5,6,0,1,0,0,0,0,1,0,1,0,0,0,0,1,2,0,1.47,5.3,9.5,24,14,1,0,11,0,1,1,0,1,2,0.155,2.182,0.0,0.0,-0.0,0.0,0,1,0,0,0,0
8WGO9m8U/,2016-01-16,2016,SP1,spain,Villarreal,Real Betis,1.57,4.55,7.8,0-0,0-0,d,0,8,15,10,9,7,11,1,1,0,0,1,0,1,1,0,2,0,1,0,1,0,0,1.57,4.55,7.8,23,19,2,0,18,1,2,2,1,1,0,0.201,1.278,0.832,0.168,-1.664,0.168,0,-2,0,0,0,0
A79oxRzJ/,2016-01-16,2016,E0,england,Chelsea,Everton,1.92,4.1,5.5,2-2,3-3,d,0,9,9,11,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1.92,4.1,5.5,18,14,0,0,7,0,0,0,0,3,0,0.349,2.571,0.741,0.259,1.482,0.259,0,0,2,1,3,1
AuyT1m8c/,2016-01-16,2016,I1,italy,Napoli,Sassuolo,1.37,6.0,11.23,2-1,3-1,h,1,17,8,7,13,3,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,1.37,6.0,11.23,25,20,0,0,8,0,1,0,0,1,3,0.122,3.125,0.0,0.089,0.0,-0.089,1,3,0,0,0,0
CMjrw7LC/,2016-01-16,2016,E0,england,Aston Villa,Leicester City,3.8,3.65,2.25,1-1,1-1,d,0,12,11,9,12,3,4,2,1,0,0,1,0,0,0,1,2,0,0,1,0,0,0,3.8,3.65,2.25,23,21,3,0,7,1,0,3,0,1,0,1.689,3.286,0.372,0.628,0.0,0.0,0,-3,0,0,0,0
CpsZTjgn/,2016-01-16,2016,SP1,spain,Celta Vigo,Levante,1.58,4.45,7.6,3-2,4-3,h,1,13,10,13,14,5,1,1,4,0,0,0,0,0,0,2,0,0,0,0,1,0,2,1.58,4.45,7.6,23,27,5,0,6,0,0,2,0,1,2,0.208,3.833,0.0,0.132,0.0,0.132,1,0,1,1,2,1
Mow4f8jm/,2016-01-16,2016,E0,england,Southampton,West Brom,1.78,3.75,6.5,3-0,3-0,h,3,10,6,10,7,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.78,3.75,6.5,16,17,0,0,3,0,1,0,0,0,0,0.274,5.333,0.0,0.0,-0.0,0.0,0,0,0,2,2,1
QVw8fJWs/,2016-01-16,2016,F1,france,Bastia,Montpellier,3.4,3.13,2.82,1-0,1-0,h,1,1,1,17,8,1,4,2,1,1,1,0,1,0,0,2,1,0,0,0,0,0,0,3.4,3.13,2.82,2,25,3,2,5,1,0,3,0,0,0,1.206,0.4,0.0,0.355,0.0,-0.355,0,-3,0,1,1,1
QXUqj4ud/,2016-01-16,2016,F1,france,Troyes,Stade Rennes,4.0,3.45,2.26,2-3,2-4,a,-1,12,14,5,6,8,5,3,1,0,0,1,0,0,0,0,0,1,1,2,0,0,0,4.0,3.45,2.26,26,11,4,0,13,1,0,0,2,2,0,1.77,2.0,0.25,0.0,0.5,0.0,4,0,0,2,2,1
UBtChnLa/,2016-01-16,2016,E0,england,Tottenham,Sunderland,1.45,5.49,10.0,3-1,4-1,h,2,23,4,8,11,8,2,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1.45,5.49,10.0,27,19,2,0,10,0,1,1,0,0,0,0.145,2.7,0.0,0.05,-0.0,0.0,0,-1,3,1,4,1
Uc1wvm66/,2016-01-16,2016,E0,england,Bournemouth,Norwich City,1.98,3.7,4.85,3-0,3-0,h,3,15,9,7,9,5,1,1,1,0,0,0,0,0,3,0,1,0,0,1,0,0,0,1.98,3.7,4.85,24,16,2,0,6,0,3,1,0,1,0,0.408,4.0,0.0,0.0,0.0,-0.0,0,-1,0,2,2,1
UqbtvpGj/,2016-01-16,2016,I1,italy,Torino,Frosinone,1.4,5.59,11.0,3-2,4-2,h,1,19,16,12,10,6,6,1,1,0,0,0,1,0,2,1,1,0,0,0,0,0,2,1.4,5.59,11.0,35,22,2,0,12,1,2,2,0,0,2,0.127,2.917,0.0,0.091,0.0,-0.273,0,0,0,1,1,1
WStGhc1f/,2016-01-16,2016,F1,france,Toulouse,Paris Saint-Germain,7.0,4.35,1.61,0-1,0-1,a,-1,7,10,8,7,1,6,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,7.0,4.35,1.61,17,15,1,0,7,1,1,1,0,0,1,4.348,2.429,0.143,0.0,0.0,-0.0,0,0,1,1,2,1
WULZCRn9/,2016-01-16,2016,F1,france,GFC Ajaccio,Stade de Reims,2.35,3.3,3.9,2-2,2-2,d,0,16,9,10,7,4,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,2.35,3.3,3.9,25,17,1,0,5,0,1,1,0,1,1,0.603,5.0,0.624,0.376,0.0,0.0,0,0,0,0,0,0
b1usSUNb/,2016-01-16,2016,SP1,spain,Sevilla,Malaga,1.85,3.85,5.4,2-1,2-1,h,1,8,13,13,16,6,4,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.85,3.85,5.4,21,29,4,0,10,0,1,0,0,0,1,0.343,2.1,0.0,0.185,0.0,-0.185,0,1,0,0,0,0
fTYkQ8hB/,2016-01-16,2016,SP1,spain,Real Sociedad,Deportivo La Coruna,2.08,3.6,4.8,1-1,1-1,d,0,11,7,8,9,8,3,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2.08,3.6,4.8,18,17,3,0,11,0,0,1,0,0,1,0.433,1.636,0.698,0.302,0.0,0.0,0,0,1,1,2,1
r9uuipQk/,2016-01-16,2016,F1,france,Guingamp,Nantes,2.53,3.1,3.9,2-1,2-2,h,1,7,6,9,10,7,6,3,0,0,0,0,0,1,1,1,0,0,2,1,0,0,2,2.53,3.1,3.9,13,19,3,0,13,0,2,1,2,1,2,0.649,1.0,0.0,0.256,0.0,0.256,3,1,0,1,1,1
rev0elys/,2016-01-16,2016,E0,england,Newcastle,West Ham,2.55,3.5,3.4,2-1,2-1,h,1,14,8,7,2,3,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2.55,3.5,3.4,22,9,0,0,6,0,1,0,0,1,0,0.75,3.667,0.0,0.294,0.0,-0.294,1,0,1,0,1,1
vyZmkOf2/,2016-01-16,2016,F1,france,Bordeaux,Lille,2.48,3.13,3.8,1-0,1-0,h,1,11,9,12,12,8,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2.48,3.13,3.8,20,24,2,0,9,0,0,1,0,0,2,0.653,2.222,0.0,0.263,0.0,0.0,0,1,0,0,0,0
42E1oSNG/,2016-01-17,2016,I1,italy,AC Milan,Fiorentina,2.5,3.3,3.44,1-0,2-0,h,1,3,11,16,14,3,8,2,4,0,0,0,1,0,0,2,1,0,0,0,0,1,1,2.5,3.3,3.44,14,30,6,0,11,1,0,3,0,0,2,0.727,1.273,0.0,0.291,0.0,-0.291,0,-1,0,2,2,1
4ItyhQAq/,2016-01-17,2016,F1,france,St Etienne,Lyon,2.95,3.3,2.84,1-0,1-0,h,1,7,14,21,11,2,4,3,1,0,0,0,0,0,1,1,0,0,0,1,0,2,1,2.95,3.3,2.84,21,32,4,0,6,0,1,1,0,1,3,1.039,3.5,0.0,0.352,0.0,-0.352,1,2,0,3,3,1
G8x8gS5g/,2016-01-17,2016,E0,england,Stoke City,Arsenal,3.75,3.35,2.47,0-0,0-0,d,0,12,9,15,12,6,7,0,0,0,0,0,1,0,2,0,0,0,1,0,0,1,2,3.75,3.35,2.47,21,27,0,0,13,1,2,0,1,0,3,1.518,1.615,0.397,0.603,0.0,-1.206,0,3,2,0,2,1
I9fxuQ0p/,2016-01-17,2016,I1,italy,Udinese,Juventus,6.0,3.79,1.84,0-4,0-4,a,-4,7,12,6,11,2,4,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,6.0,3.79,1.84,19,17,2,1,6,0,1,1,1,0,0,3.261,3.167,0.0,0.0,-0.0,0.0,0,-1,1,0,1,1
IoCklUwb/,2016-01-17,2016,I1,italy,Chievo Verona,Empoli,2.62,3.2,3.64,1-1,1-1,d,0,11,13,14,11,2,5,2,3,0,0,0,0,1,0,0,0,0,0,1,2,1,0,2.62,3.2,3.64,24,25,5,0,7,0,1,0,0,3,1,0.72,3.429,0.581,0.419,0.0,0.838,0,1,1,1,2,1
KAtwTA8h/,2016-01-17,2016,SP1,spain,Barcelona,Athletic Bilbao,1.23,9.04,20.13,5-0,6-0,h,5,19,7,5,5,5,2,1,1,0,1,0,0,0,2,1,0,0,0,1,0,1,2,1.23,9.04,20.13,26,10,2,1,7,0,2,1,0,1,3,0.061,3.714,0.0,0.0,0.0,-0.0,0,2,1,0,1,1
KhwCgwnl/,2016-01-17,2016,F1,france,Caen,Marseille,3.4,3.4,2.6,1-2,1-3,a,-1,7,8,14,12,0,2,2,1,0,0,0,0,0,0,0,2,0,0,0,-1,0,0,3.4,3.4,2.6,15,26,3,0,2,0,0,2,0,-1,0,1.308,7.5,0.294,0.0,0.0,-0.0,-1,-2,0,2,2,1
Mw96pnwN/,2016-01-17,2016,I1,italy,Carpi,Sampdoria,2.7,3.31,3.4,2-1,2-1,h,1,9,11,20,9,2,3,2,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,2.7,3.31,3.4,20,29,3,0,5,0,1,1,0,1,1,0.794,4.0,0.0,0.294,0.0,0.0,1,0,0,1,1,1
OAcT0ADJ/,2016-01-17,2016,E0,england,Liverpool,Manchester Utd,2.73,3.2,3.25,0-1,0-1,a,-1,16,5,6,10,4,4,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.73,3.2,3.25,21,16,2,0,8,0,0,0,1,0,0,0.84,2.625,0.366,0.0,0.0,0.0,1,0,1,0,1,1
QBFcn88A/,2016-01-17,2016,I1,italy,Genoa,Palermo,1.84,3.75,5.95,3-0,4-0,h,3,17,8,10,16,1,2,2,3,0,1,0,0,2,0,0,1,0,0,1,2,0,1,1.84,3.75,5.95,25,26,5,1,3,0,2,1,0,3,1,0.309,8.333,0.0,0.0,-0.0,0.0,0,0,0,0,0,0
WlGgmlg4/,2016-01-17,2016,I1,italy,AS Roma,Hellas Verona,1.4,5.8,12.55,1-1,1-1,d,0,14,10,10,12,5,2,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1.4,5.8,12.55,24,22,2,0,7,0,1,1,0,0,0,0.112,3.429,0.9,0.1,-0.9,0.0,0,-1,3,0,3,1
WlxP2Thi/,2016-01-17,2016,I1,italy,Bologna,Lazio,4.1,3.4,2.17,2-2,2-2,d,0,8,10,11,14,2,7,1,2,1,0,0,0,0,0,0,2,1,0,0,1,0,1,4.1,3.4,2.17,18,25,3,1,9,0,0,2,1,1,1,1.889,2.0,0.346,0.654,0.346,0.654,0,-1,0,0,0,0
YgrVUWwt/,2016-01-17,2016,SP1,spain,Getafe,Espanyol,2.27,3.38,3.85,2-1,3-1,h,1,15,9,8,9,3,4,3,2,0,0,0,0,1,1,0,1,0,0,0,0,2,0,2.27,3.38,3.85,24,17,5,0,7,0,2,1,0,0,2,0.59,3.429,0.0,0.26,-0.0,-0.26,0,1,0,3,3,1
fTCKAThO/,2016-01-17,2016,SP1,spain,Real Madrid,Sporting Gijon,1.1,15.5,36.0,5-1,5-1,h,4,14,7,9,10,3,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1.1,15.5,36.0,21,19,2,0,4,0,0,2,0,0,1,0.031,5.25,0.0,0.0,0.0,0.0,0,-1,1,2,3,1
hvNVD7X2/,2016-01-17,2016,F1,france,Lorient,AS Monaco,3.3,3.34,2.51,0-2,0-2,a,-2,7,5,11,10,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,3.34,2.51,12,21,3,0,6,0,0,0,0,0,0,1.315,2.0,0.152,0.0,0.0,0.0,0,0,1,1,2,1
ljYgPS7H/,2016-01-17,2016,SP1,spain,Las Palmas,Atletico Madrid,8.0,4.15,1.72,0-2,0-3,a,-2,10,6,4,19,2,3,0,2,0,0,0,0,1,0,1,2,0,0,1,1,1,0,8.0,4.15,1.72,16,23,2,0,5,0,1,3,0,2,1,4.651,3.2,0.062,0.0,0.0,0.0,0,-2,1,1,2,1
tQUoRlw5/,2016-01-17,2016,SP1,spain,Valencia,Rayo Vallecano,1.64,4.6,6.6,1-2,2-2,a,-1,10,15,14,18,6,8,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,3,1.64,4.6,6.6,25,32,2,0,14,2,0,2,0,0,3,0.248,1.786,0.61,0.0,0.0,-0.0,0,1,1,0,1,1
06DGB9wI/,2016-01-18,2016,SP1,spain,Eibar,Granada,1.85,3.7,5.4,5-1,5-1,h,4,11,3,10,8,2,2,1,3,0,0,0,0,2,0,2,0,0,0,1,0,1,0,1.85,3.7,5.4,14,18,4,0,4,0,2,2,0,1,1,0.343,3.5,0.0,0.0,-0.0,0.0,0,-1,0,0,0,0
pvelm023/,2016-01-18,2016,E0,england,Swansea,Watford,2.48,3.36,3.74,1-0,1-0,h,1,9,10,5,10,5,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2.48,3.36,3.74,19,15,3,0,6,1,0,0,0,0,2,0.663,3.167,0.0,0.267,-0.0,0.0,0,2,1,2,3,1
GGCgUEVR/,2016-01-20,2016,I1,italy,Sassuolo,Torino,2.58,3.32,3.46,1-1,1-1,d,0,11,7,7,10,8,5,0,3,0,0,0,0,1,0,1,1,0,0,2,0,0,0,2.58,3.32,3.46,18,17,3,0,13,0,1,2,0,2,0,0.746,1.385,0.573,0.427,0.573,0.0,0,-2,0,0,0,0
2BmYPabS/,2016-01-22,2016,SP1,spain,Sporting Gijon,Real Sociedad,3.34,3.4,2.56,4-1,5-1,h,3,9,8,11,10,6,1,2,2,0,0,0,0,0,0,2,1,3,0,1,0,0,1,3.34,3.4,2.56,17,21,4,0,7,0,0,3,3,1,1,1.305,2.429,0.0,0.0,0.0,0.0,0,-2,0,1,1,1
