id_odsp,date,season,league,country,home_team,away_team,odd_h,odd_d,odd_a,score_pre_80,score_ft,game_state_80,goal_diff_80,home_shots_pre80,away_shots_pre80,home_fouls_pre80,away_fouls_pre80,home_corners_pre80,away_corners_pre80,home_yellow_cards_pre80,away_yellow_cards_pre80,home_sending_off_pre80,away_sending_off_pre80,home_corners_70_75,away_corners_70_75,home_shots_70_75,away_shots_70_75,home_fouls_70_75,away_fouls_70_75,home_corners_75_80,away_corners_75_80,home_shots_75_80,away_shots_75_80,home_fouls_75_80,away_fouls_75_80,odd_h,odd_d,odd_a,total_shots_pre_80,total_fouls_pre_80,total_yellow_cards_pre_80,total_sending_off_pre_80,total_corners_pre_80,total_corners_70_75,total_shots_70_75,total_fouls_70_75,total_corners_75_80,total_shots_75_80,total_fouls_75_80,odds_ratio,shot_to_corner_ratio_pre_80,home_urgency_to_attack,away_urgency_to_attack,home_momentum_to_attack,away_momentum_to_attack,attack_intensity,defensive_pressure,home_corner_diff,away_corner_diff,corner_diff,target
jyL3vbNg/,2012-04-07,2012,F1,france,Valenciennes,Toulouse,2.58,3.22,3.21,1-0,2-0,h,1,9,12,18,14,5,5,2,3,0,1,0,1,1,1,1,0,0,0,0,1,0,2,2.58,3.22,3.21,21,32,5,1,10,1,2,1,0,1,2,0.804,2.1,0.0,0.312,-0.0,-0.312,1,1,0,1,1,1
llAffnKh/,2012-04-07,2012,I1,italy,Lecce,AS Roma,4.4,3.6,2.16,4-0,4-2,h,4,7,11,13,7,3,4,3,1,0,0,0,0,0,1,1,0,0,0,0,2,2,0,4.4,3.6,2.16,18,20,4,0,7,0,1,1,0,2,2,2.037,2.571,0.0,0.0,0.0,0.0,0,1,0,2,2,1
reTgOdhJ/,2012-04-07,2012,F1,france,Evian Thonon Gaillard,Stade Rennes,3.0,3.25,3.1,1-1,1-3,d,0,11,13,12,14,6,2,2,2,0,0,1,0,1,1,0,0,1,0,0,1,1,0,3.0,3.25,3.1,24,26,4,0,8,1,2,0,1,1,1,0.968,3.0,0.508,0.492,-0.508,0.0,0,1,0,0,0,0
tO6nd8kt/,2012-04-07,2012,I1,italy,Lazio,Napoli,3.05,3.39,2.8,2-1,3-1,h,1,12,7,12,15,4,1,0,3,0,0,0,0,0,0,0,2,0,0,1,0,0,1,3.05,3.39,2.8,19,27,3,0,5,0,0,2,0,1,1,1.089,3.8,0.0,0.357,0.0,0.0,1,-1,0,0,0,0
xUvTp0pQ/,2012-04-07,2012,F1,france,Montpellier,Sochaux,1.45,4.59,9.8,2-1,2-1,h,1,16,3,13,11,2,6,2,2,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1.45,4.59,9.8,19,24,4,0,8,0,1,1,0,1,1,0.148,2.375,0.0,0.102,0.0,0.0,1,0,0,0,0,0
8CVbuv8m/,2012-04-08,2012,F1,france,Paris Saint-Germain,Marseille,1.81,3.75,5.4,2-1,2-1,h,1,7,12,15,14,3,3,1,1,0,0,0,0,1,0,2,3,1,0,0,1,0,1,1.81,3.75,5.4,19,29,2,0,6,0,1,5,1,1,1,0.335,3.167,0.0,0.185,0.0,0.185,2,-4,0,2,2,1
AgNC3Wzm/,2012-04-08,2012,SP1,spain,Real Madrid,Valencia,1.26,7.2,14.82,0-0,0-0,d,0,27,12,8,13,9,4,3,2,0,0,0,0,0,0,0,0,4,0,5,1,0,0,1.26,7.2,14.82,39,21,5,0,13,0,0,0,4,6,0,0.085,3.0,0.922,0.078,8.298,0.078,0,0,2,1,3,1
AsVoQIN6/,2012-04-08,2012,F1,france,Caen,Bordeaux,3.1,3.25,2.68,1-0,1-0,h,1,7,10,14,12,2,3,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3.1,3.25,2.68,17,26,4,0,5,0,0,1,0,0,1,1.157,3.4,0.0,0.373,0.0,0.0,0,0,0,2,2,1
G6C43zkB/,2012-04-08,2012,D1,germany,Hamburg SV,Bayer Leverkusen,2.75,3.6,2.75,1-1,1-1,d,0,16,14,15,10,4,4,2,2,0,0,1,0,1,0,1,1,1,0,3,0,1,0,2.75,3.6,2.75,30,25,4,0,8,1,1,2,1,3,1,1.0,3.75,0.5,0.5,1.0,0.0,0,-1,1,0,1,1
GSVcaya7/,2012-04-08,2012,SP1,spain,Athletic Bilbao,Sevilla,2.27,3.8,3.3,1-0,1-0,h,1,12,16,12,7,4,3,1,3,0,0,0,0,3,2,0,0,0,0,0,3,1,1,2.27,3.8,3.3,28,19,4,0,7,0,5,0,0,3,2,0.688,4.0,0.0,0.303,-0.0,0.303,3,2,0,0,0,0
SUX74CLt/,2012-04-08,2012,SP1,spain,Levante,Atletico Madrid,3.8,3.65,2.2,2-0,2-0,h,2,7,13,8,10,2,7,3,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3.8,3.65,2.2,20,18,8,0,9,0,0,0,0,1,1,1.727,2.222,0.0,0.227,0.0,0.227,0,1,0,0,0,0
Y3tg0Hq1/,2012-04-08,2012,SP1,spain,Mallorca,Granada,1.99,3.7,4.4,0-0,0-0,d,0,12,15,16,8,9,6,4,1,0,0,0,1,0,1,1,0,0,0,1,2,0,0,1.99,3.7,4.4,27,24,5,0,15,1,1,1,0,3,0,0.452,1.8,0.689,0.311,0.689,0.0,0,-1,2,1,3,1
Yckh4GZ4/,2012-04-08,2012,D1,germany,Schalke 04,Hannover 96,1.76,4.09,5.2,3-0,3-0,h,3,16,3,9,12,3,0,0,1,0,0,0,0,2,0,1,1,1,0,0,0,0,0,1.76,4.09,5.2,19,21,1,0,3,0,2,2,1,0,0,0.338,6.333,0.0,0.0,-0.0,0.0,0,-2,1,1,2,1
f9RftKhs/,2012-04-08,2012,F1,france,Nice,Lorient,2.4,3.2,4.0,2-0,2-0,h,2,11,3,15,13,5,1,2,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,2.4,3.2,4.0,14,28,2,1,6,1,1,1,0,1,1,0.6,2.333,0.0,0.125,-0.0,0.0,0,0,1,3,4,1
I3rx0lzC/,2012-04-09,2012,SP1,spain,Malaga,Racing Santander,1.38,5.33,10.69,2-0,3-0,h,2,25,1,7,12,10,0,2,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1.38,5.33,10.69,26,19,4,1,10,0,0,1,0,1,0,0.129,2.6,0.0,0.047,0.0,0.0,0,-1,1,0,1,1
2qnBco3q/,2012-04-10,2012,D1,germany,Mainz,FC Cologne,1.59,4.66,6.44,4-0,4-0,h,4,6,2,11,9,3,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1.59,4.66,6.44,8,20,1,0,5,0,0,2,0,0,0,0.247,1.6,0.0,0.0,0.0,0.0,0,-2,0,0,0,0
6BeTcGVA/,2012-04-10,2012,SP1,spain,Real Sociedad,Real Betis,2.42,3.45,3.35,1-1,1-1,d,0,15,8,7,7,7,1,0,3,0,0,0,0,1,1,0,0,0,0,0,1,1,0,2.42,3.45,3.35,23,14,3,0,8,0,2,0,0,1,1,0.722,2.875,0.581,0.419,-0.581,0.0,0,1,2,4,6,1
8xeY9RJu/,2012-04-10,2012,I1,italy,Chievo Verona,AC Milan,5.82,3.75,1.78,0-1,0-1,a,-1,12,4,17,11,7,2,4,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5.82,3.75,1.78,16,28,6,0,9,0,0,1,1,0,0,3.27,1.778,0.172,0.0,0.172,0.0,1,-1,0,0,0,0
KAy02vHu/,2012-04-10,2012,SP1,spain,Barcelona,Getafe,1.07,17.21,45.0,4-0,4-0,h,4,13,2,6,8,10,5,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1.07,17.21,45.0,15,14,2,0,15,1,2,2,0,1,0,0.024,1.0,0.0,0.0,0.0,-0.0,0,-2,3,0,3,1
hSeVFgJA/,2012-04-10,2012,D1,germany,Werder Bremen,Borussia Monchengladbach,2.4,3.6,3.23,2-2,2-2,d,0,13,20,5,10,3,3,0,4,1,0,0,0,1,2,0,1,0,0,0,2,0,0,2.4,3.6,3.23,33,15,4,1,6,0,3,1,0,2,0,0.743,5.5,0.574,0.426,-0.574,0.0,0,-1,0,1,1,1
hfjEJSP2/,2012-04-10,2012,D1,germany,Hertha Berlin,SC Freiburg,2.24,3.45,3.8,0-2,1-2,a,-2,8,10,13,8,6,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,2.24,3.45,3.8,18,21,1,0,7,0,0,1,0,1,1,0.589,2.571,0.223,0.0,0.223,0.0,0,0,0,0,0,0
ljTGbdG4/,2012-04-10,2012,SP1,spain,Osasuna,Espanyol,3.2,3.3,2.62,2-0,2-0,h,2,12,4,10,12,3,3,2,5,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3.2,3.3,2.62,16,22,7,1,6,0,0,1,0,0,1,1.221,2.667,0.0,0.191,0.0,0.0,0,0,1,0,1,1
zZwOfqm2/,2012-04-10,2012,D1,germany,FC Augsburg,VfB Stuttgart,2.65,3.61,2.97,1-2,1-3,a,-1,16,12,14,15,7,2,2,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2.65,3.61,2.97,28,29,5,0,9,0,1,0,0,0,1,0.892,3.111,0.377,0.0,-0.377,0.0,0,1,2,0,2,1
44ls85lh/,2012-04-11,2012,I1,italy,Fiorentina,Palermo,1.69,3.86,6.64,0-0,0-0,d,0,18,12,8,14,13,1,0,2,0,0,1,0,2,0,0,1,0,0,1,2,0,0,1.69,3.86,6.64,30,22,2,0,14,1,2,1,0,3,0,0.255,2.143,0.797,0.203,-1.594,0.406,0,-1,1,0,1,1
6PUoz3oE/,2012-04-11,2012,F1,france,Marseille,Montpellier,3.05,3.25,2.8,1-3,1-3,a,-2,10,11,14,12,4,1,3,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,3.05,3.25,2.8,21,26,4,0,5,0,1,0,1,2,1,1.089,4.2,0.164,0.0,0.328,0.0,0,1,1,0,1,1
6RwCax1b/,2012-04-11,2012,SP1,spain,Valencia,Rayo Vallecano,1.48,5.0,7.8,3-1,4-1,h,2,9,10,8,16,6,4,2,6,0,0,0,0,1,1,0,2,0,0,1,0,0,0,1.48,5.0,7.8,19,24,8,0,10,0,2,2,0,1,0,0.19,1.9,0.0,0.064,0.0,-0.064,0,-2,1,3,4,1
A36QGZ34/,2012-04-11,2012,D1,germany,Bayer Leverkusen,Kaiserslautern,1.42,5.2,9.4,3-1,3-1,h,2,13,14,7,8,2,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1.42,5.2,9.4,27,15,1,0,5,0,0,0,0,2,2,0.151,5.4,0.0,0.053,0.0,0.053,0,2,0,1,1,1
CUik6qJ4/,2012-04-11,2012,I1,italy,AS Roma,Udinese,1.92,3.6,5.05,1-1,3-1,d,0,19,8,7,7,10,5,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1.92,3.6,5.05,27,14,1,0,15,0,0,1,1,1,0,0.38,1.8,0.725,0.275,1.45,0.0,0,-1,2,0,2,1
MoQJj4JH/,2012-04-11,2012,I1,italy,Genoa,Cesena,1.42,5.17,9.4,1-1,1-1,d,0,9,11,15,13,9,3,2,1,0,0,0,0,1,0,1,2,1,0,1,2,1,0,1.42,5.17,9.4,20,28,3,0,12,0,1,3,1,3,1,0.151,1.667,0.869,0.131,0.869,0.262,0,-2,0,0,0,0
Muax9oZo/,2012-04-11,2012,I1,italy,Parma,Novara,1.53,4.37,8.19,2-0,2-0,h,2,22,7,13,10,8,6,2,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1.53,4.37,8.19,29,23,3,0,14,1,1,0,0,1,1,0.187,2.071,0.0,0.061,0.0,-0.122,0,1,1,2,3,1
ObzKePXe/,2012-04-11,2012,D1,germany,TSG Hoffenheim,Hamburg SV,2.08,3.55,4.09,4-0,4-0,h,4,8,9,15,18,2,8,2,3,0,0,0,2,0,1,1,0,0,0,0,0,0,0,2.08,3.55,4.09,17,33,5,0,10,2,1,1,0,0,0,0.509,1.7,0.0,0.0,0.0,-0.0,0,-1,1,1,2,1
SbeKlrlU/,2012-04-11,2012,I1,italy,Catania,Lecce,1.88,3.75,4.8,1-0,1-2,h,1,20,8,9,14,7,2,2,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1.88,3.75,4.8,28,23,4,0,9,0,1,1,0,0,1,0.392,3.111,0.0,0.208,0.0,-0.208,0,0,1,0,1,1
Szu80Ioh/,2012-04-11,2012,SP1,spain,Atletico Madrid,Real Madrid,5.6,4.0,1.77,1-2,1-4,a,-1,11,18,17,12,6,6,1,3,0,0,0,0,0,0,2,0,0,0,2,0,0,1,5.6,4.0,1.77,29,29,4,0,12,0,0,2,0,2,1,3.164,2.417,0.179,0.0,0.358,0.0,2,-1,1,2,3,1
d02MHFlb/,2012-04-11,2012,D1,germany,Borussia Dortmund,Bayern Munich,2.54,3.6,3.0,1-0,1-0,h,1,11,5,8,7,3,4,0,0,0,0,0,0,1,0,0,0,1,0,2,0,1,1,2.54,3.6,3.0,16,15,0,0,7,0,1,0,1,2,2,0.847,2.286,0.0,0.333,0.0,0.0,3,2,0,0,0,0
jHtpbS4O/,2012-04-11,2012,SP1,spain,Granada,Athletic Bilbao,3.1,3.78,2.44,2-0,2-2,h,2,8,11,8,10,0,6,1,2,1,0,0,1,1,1,0,0,0,0,1,0,1,1,3.1,3.78,2.44,19,18,3,1,6,1,2,0,0,1,2,1.27,3.167,0.0,0.205,0.0,-0.41,0,2,0,5,5,1
l8dGkOYN/,2012-04-11,2012,I1,italy,Juventus,Lazio,1.36,5.3,12.0,1-1,2-1,d,0,25,6,14,12,12,1,3,3,0,0,0,0,0,1,0,0,0,0,1,0,1,2,1.36,5.3,12.0,31,26,6,0,13,0,1,0,0,1,3,0.113,2.385,0.898,0.102,0.898,-0.102,0,3,0,1,1,1
lYRBhQl5/,2012-04-11,2012,I1,italy,Napoli,Atalanta,1.56,4.3,7.8,1-3,1-3,a,-2,8,12,12,14,4,6,2,4,1,0,0,0,1,2,1,1,0,0,0,0,0,0,1.56,4.3,7.8,20,26,6,1,10,0,3,2,0,0,0,0.2,2.0,0.321,0.0,-0.321,-0.0,0,-2,1,0,1,1
remo7P3b/,2012-04-11,2012,I1,italy,Internazionale,Siena,1.71,3.75,6.5,1-1,2-1,d,0,17,7,4,14,9,3,1,2,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1.71,3.75,6.5,24,18,3,0,12,1,2,0,0,1,0,0.263,2.0,0.792,0.208,-1.584,0.0,0,0,0,1,1,1
tzoFd5Ik/,2012-04-11,2012,D1,germany,Nurnberg,Schalke 04,3.3,3.75,2.31,3-0,4-1,h,3,10,4,14,20,5,1,1,3,0,0,1,0,1,0,1,1,0,0,0,0,0,1,3.3,3.75,2.31,14,34,4,0,6,1,1,2,0,0,1,1.429,2.333,0.0,0.0,-0.0,0.0,0,-1,0,0,0,0
zyJsFDYG/,2012-04-11,2012,D1,germany,Hannover 96,VfL Wolfsburg,2.44,3.54,3.2,2-0,2-0,h,2,7,9,13,8,4,3,0,1,0,0,0,0,0,0,0,1,0,0,1,1,2,0,2.44,3.54,3.2,16,21,1,0,7,0,0,1,0,2,2,0.762,2.286,0.0,0.156,0.0,0.156,0,1,1,3,4,1
0YfXdzoH/,2012-04-12,2012,SP1,spain,Villarreal,Malaga,2.5,3.7,3.04,0-1,2-1,a,-1,4,9,12,8,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2.5,3.7,3.04,13,20,2,0,5,0,0,0,0,1,2,0.822,2.6,0.4,0.0,0.0,0.0,1,2,1,0,1,1
dfsta8kI/,2012-04-12,2012,SP1,spain,Racing Santander,Mallorca,3.56,3.5,2.41,0-3,0-3,a,-3,13,9,11,16,4,4,3,1,0,0,0,0,2,0,0,4,0,1,1,0,2,0,3.56,3.5,2.41,22,27,4,0,8,0,2,4,1,1,2,1.477,2.75,0.0,0.0,-0.0,0.0,0,-2,1,1,2,1
l2amcnKU/,2012-04-12,2012,SP1,spain,Sevilla,Real Zaragoza,1.46,5.09,8.0,3-0,3-0,h,3,15,9,13,12,5,1,2,3,0,0,0,0,0,1,0,1,0,0,0,1,2,1,1.46,5.09,8.0,24,25,5,0,6,0,1,1,0,1,3,0.182,4.0,0.0,0.0,0.0,0.0,0,2,2,1,3,1
reRFip4B/,2012-04-12,2012,I1,italy,Bologna,Cagliari,2.72,2.66,3.85,1-0,1-0,h,1,14,7,7,14,4,9,1,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2.72,2.66,3.85,21,21,5,0,13,0,0,2,0,0,0,0.706,1.615,0.0,0.26,0.0,0.0,0,-2,0,3,3,1
OSoE9r2e/,2012-04-13,2012,D1,germany,VfB Stuttgart,Werder Bremen,1.81,4.3,4.5,3-1,4-1,h,2,16,7,13,16,6,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,2,1.81,4.3,4.5,23,29,1,0,8,0,1,1,0,0,2,0.402,2.875,0.0,0.111,-0.0,0.0,0,1,0,1,1,1
MZsVFpPR/,2012-04-14,2012,D1,germany,Hamburg SV,Hannover 96,2.44,3.5,3.2,1-0,1-0,h,1,13,7,14,17,6,3,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,2.44,3.5,3.2,20,31,2,0,9,0,0,1,0,2,2,0.762,2.222,0.0,0.312,0.0,0.312,2,1,2,0,2,1
SCrRGQ9L/,2012-04-14,2012,D1,germany,Schalke 04,Borussia Dortmund,3.6,3.7,2.2,1-2,1-2,a,-1,15,13,14,14,10,5,2,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,3.6,3.7,2.2,28,28,3,0,15,0,0,1,1,1,1,1.636,1.867,0.278,0.0,0.0,0.0,2,0,1,0,1,1
WhoI82H1/,2012-04-14,2012,D1,germany,VfL Wolfsburg,FC Augsburg,2.15,3.6,4.3,1-1,1-2,d,0,22,6,24,16,5,1,3,2,0,0,1,0,0,1,1,0,0,0,0,1,3,0,2.15,3.6,4.3,28,40,5,0,6,1,1,1,0,1,3,0.5,4.667,0.667,0.333,-0.667,0.0,0,2,0,1,1,1
WpkIInu9/,2012-04-14,2012,D1,germany,Bayer Leverkusen,Hertha Berlin,1.68,4.3,6.2,2-3,3-3,a,-1,12,15,11,6,4,5,1,1,0,1,0,0,0,3,0,0,1,1,0,2,0,0,1.68,4.3,6.2,27,17,2,1,9,0,3,0,2,2,0,0.271,3.0,0.595,0.0,0.595,0.0,4,0,2,1,3,1
h8DfEyGi/,2012-04-14,2012,SP1,spain,Real Madrid,Sporting Gijon,1.07,18.05,41.25,2-1,3-1,h,1,19,3,5,24,5,1,2,7,0,1,0,0,1,0,0,0,0,0,1,1,0,2,1.07,18.05,41.25,22,29,9,1,6,0,1,0,0,2,2,0.026,3.667,0.0,0.024,0.0,0.024,2,2,0,0,0,0
lMqNH6fF/,2012-04-14,2012,D1,germany,Bayern Munich,Mainz,1.35,6.2,11.25,0-0,0-0,d,0,12,4,4,10,11,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.35,6.2,11.25,16,14,2,0,14,0,0,1,0,0,0,0.12,1.143,0.893,0.107,0.0,0.0,0,-1,1,1,2,1
pxmAAOnk/,2012-04-14,2012,D1,germany,Kaiserslautern,Nurnberg,3.41,3.5,2.38,0-2,0-2,a,-2,12,10,9,14,6,1,3,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,3.41,3.5,2.38,22,23,5,0,7,0,0,1,1,1,0,1.433,3.143,0.147,0.0,0.147,0.0,0,-1,0,0,0,0
v59jFH0o/,2012-04-14,2012,SP1,spain,Levante,Barcelona,21.16,9.0,1.18,1-2,1-2,a,-1,3,16,13,5,1,6,5,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,21.16,9.0,1.18,19,18,7,0,7,0,1,0,0,1,0,17.932,2.714,0.047,0.0,0.0,0.0,1,0,0,0,0,0
2Dc5B4Xr/,2012-04-15,2012,D1,germany,SC Freiburg,TSG Hoffenheim,2.48,3.6,3.05,0-0,0-0,d,0,9,5,17,10,4,2,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,1,2.48,3.6,3.05,14,27,2,0,6,1,2,0,0,0,1,0.813,2.333,0.552,0.448,-1.656,0.0,0,1,0,1,1,1
2JnKxxh6/,2012-04-15,2012,F1,france,Lille,AC Ajaccio,1.3,6.0,14.86,2-0,4-1,h,2,24,10,15,4,8,1,3,2,0,0,0,0,0,0,1,0,3,0,2,1,0,0,1.3,6.0,14.86,34,19,5,0,9,0,0,1,3,3,0,0.087,3.778,0.0,0.034,0.0,0.034,0,-1,1,0,1,1
8UIO9DUM/,2012-04-15,2012,SP1,spain,Villarreal,Racing Santander,1.52,4.75,8.0,1-0,1-1,h,1,14,4,12,3,5,5,1,1,0,0,0,0,1,0,3,0,0,0,2,0,1,0,1.52,4.75,8.0,18,15,2,0,10,0,1,3,0,2,1,0.19,1.8,0.0,0.125,0.0,0.0,2,-2,2,1,3,1
AqpM7MW7/,2012-04-15,2012,D1,germany,Borussia Monchengladbach,FC Cologne,1.54,4.7,7.0,3-0,3-0,h,3,15,6,7,9,8,2,0,2,0,0,1,0,0,0,1,1,1,0,3,0,1,0,1.54,4.7,7.0,21,16,2,0,10,1,0,2,1,3,1,0.22,2.1,0.0,0.0,0.0,0.0,0,-1,0,0,0,0
CEXggcxm/,2012-04-15,2012,F1,france,Sochaux,Dijon FCO,2.1,3.6,4.0,1-0,1-0,h,1,13,10,11,15,4,1,1,2,0,0,0,1,2,1,0,1,0,0,0,0,1,0,2.1,3.6,4.0,23,26,3,0,5,1,3,1,0,0,1,0.525,4.6,0.0,0.25,-0.0,-0.5,0,0,0,0,0,0
EN13CFp4/,2012-04-15,2012,SP1,spain,Espanyol,Valencia,2.76,3.55,2.76,3-0,4-0,h,3,14,4,14,13,5,3,3,4,0,0,1,0,1,0,1,1,0,0,1,0,1,1,2.76,3.55,2.76,18,27,7,0,8,1,1,2,0,1,2,1.0,2.25,0.0,0.0,-0.0,0.0,0,0,0,0,0,0
KzBYfEFT/,2012-04-15,2012,SP1,spain,Real Zaragoza,Granada,2.29,3.5,3.5,1-0,1-0,h,1,8,8,15,7,2,4,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2.29,3.5,3.5,16,22,3,0,6,0,0,1,0,1,0,0.654,2.667,0.0,0.286,0.0,0.0,1,-1,0,0,0,0
Q5TJAgFG/,2012-04-15,2012,SP1,spain,Malaga,Real Sociedad,1.52,4.8,7.5,1-1,1-1,d,0,15,9,5,7,11,6,0,2,0,1,0,0,2,1,0,0,1,0,2,1,0,0,1.52,4.8,7.5,24,12,2,1,17,0,3,0,1,3,0,0.203,1.412,0.831,0.169,0.831,0.0,0,0,4,0,4,1
YqrGwIx0/,2012-04-15,2012,F1,france,AJ Auxerre,Paris Saint-Germain,4.59,3.85,1.9,0-1,1-1,a,-1,14,1,13,0,3,0,2,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,4.59,3.85,1.9,15,13,2,0,3,0,1,0,0,-1,0,2.416,5.0,0.218,0.0,-0.436,0.0,-1,0,2,0,2,1
fwwkfwNt/,2012-04-15,2012,F1,france,St Etienne,Brest,1.78,3.54,6.5,2-1,2-1,h,1,12,4,11,10,9,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,2,1.78,3.54,6.5,16,21,2,0,9,0,1,1,0,2,2,0.274,1.778,0.0,0.154,0.0,0.154,2,1,3,0,3,1
pSV1iy7a/,2012-04-15,2012,F1,france,Valenciennes,Evian Thonon Gaillard,2.02,3.3,5.25,0-3,0-3,a,-3,17,8,13,7,8,4,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,2.02,3.3,5.25,25,20,2,0,12,0,1,1,0,1,0,0.385,2.083,0.0,0.0,0.0,0.0,0,-1,1,1,2,1
rc67BZaA/,2012-04-15,2012,SP1,spain,Real Betis,Osasuna,1.7,4.09,6.0,1-0,1-0,h,1,7,4,8,7,2,3,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1.7,4.09,6.0,11,15,2,1,5,1,0,0,1,0,0,0.283,2.2,0.0,0.167,0.0,0.0,1,0,1,0,1,1
tAoOyd7C/,2012-04-15,2012,F1,france,Lorient,Montpellier,3.7,3.25,2.38,2-1,2-1,h,1,14,12,13,14,4,7,0,1,0,0,0,1,0,0,3,1,0,0,1,2,0,0,3.7,3.25,2.38,26,27,1,0,11,1,0,4,0,3,0,1.555,2.364,0.0,0.42,0.0,0.42,3,-4,1,1,2,1
vPgydf0N/,2012-04-15,2012,SP1,spain,Athletic Bilbao,Mallorca,1.63,4.3,6.2,1-0,1-0,h,1,10,9,10,14,6,5,1,2,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1.63,4.3,6.2,19,24,3,0,11,0,1,2,0,0,1,0.263,1.727,0.0,0.161,0.0,-0.161,0,-1,1,0,1,1
z9vXZZyP/,2012-04-15,2012,F1,france,AS Nancy Lorraine,Bordeaux,2.64,3.25,3.2,2-1,2-2,h,1,7,15,19,12,7,3,2,2,0,0,1,0,2,2,0,0,0,0,0,1,1,0,2.64,3.25,3.2,22,31,4,0,10,1,4,0,0,1,1,0.825,2.2,0.0,0.312,-0.0,-0.312,1,1,0,1,1,1
zX2aDeVc/,2012-04-15,2012,SP1,spain,Rayo Vallecano,Atletico Madrid,4.03,3.9,2.0,0-1,0-1,a,-1,12,9,16,10,8,3,4,2,0,0,0,0,0,0,0,0,0,1,1,3,1,0,4.03,3.9,2.0,21,26,6,0,11,0,0,0,1,4,1,2.015,1.909,0.248,0.0,0.248,0.0,5,1,1,0,1,1
Mqc0jYNp/,2012-04-16,2012,SP1,spain,Getafe,Sevilla,3.2,3.6,2.4,5-1,5-1,h,4,10,10,8,8,7,5,1,2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,3.2,3.6,2.4,20,16,3,0,12,0,1,1,0,0,1,1.333,1.667,0.0,0.0,-0.0,0.0,0,0,0,2,2,1
hUjNbJEP/,2012-04-16,2012,F1,france,Stade Rennes,Nice,1.6,4.09,7.48,2-1,3-1,h,1,13,3,12,8,4,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.6,4.09,7.48,16,20,3,0,6,1,0,0,0,0,1,0.214,2.667,0.0,0.134,0.0,-0.134,0,1,0,2,2,1
OYzTzGMI/,2012-04-18,2012,F1,france,Marseille,Caen,1.53,4.5,7.95,1-1,1-1,d,0,15,5,10,20,9,0,0,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1.53,4.5,7.95,20,30,2,0,9,1,1,1,0,0,0,0.192,2.222,0.839,0.161,-1.678,0.0,0,-1,0,0,0,0
j5WchHig/,2012-04-18,2012,F1,france,Toulouse,Lyon,2.54,3.4,3.15,2-0,3-0,h,2,7,10,16,10,2,6,1,1,0,0,1,1,0,1,0,0,0,1,0,0,3,1,2.54,3.4,3.15,17,26,2,0,8,2,1,0,1,0,4,0.806,2.125,0.0,0.159,-0.0,-0.159,0,4,1,1,2,1
2NlPT3gR/,2012-04-20,2012,D1,germany,Mainz,VfL Wolfsburg,1.9,4.09,4.33,0-0,0-0,d,0,14,10,8,16,2,5,0,1,0,0,1,0,0,0,0,3,0,1,2,1,0,0,1.9,4.09,4.33,24,24,1,0,7,1,0,3,1,3,0,0.439,3.429,0.695,0.305,0.695,0.61,0,-3,1,1,2,1
0d1GLu17/,2012-04-21,2012,D1,germany,Hertha Berlin,Kaiserslautern,1.6,4.34,6.8,1-2,1-2,a,-1,9,10,11,12,7,4,3,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1.6,4.34,6.8,19,23,4,1,11,0,1,2,1,1,0,0.235,1.727,0.625,0.0,-0.625,0.0,2,-2,2,1,3,1
